id|glyph|ann
2011.7|噆|銜也又子盍切
2011.8|䫩|顉䫩搖頭又素慘切
2012.1|顉|顉䫩五感切三
2012.2|㜝|含怒皃
2012.3|嵁|嵁崿山形
2013.1|昝|姓也子感切三
2013.2|寁|速也
2013.3|撍|手動
2014.1|糂|羹糂墨子曰孔子厄陳藜羹不糂也或作糝桑感切八
2014.2|糝|上同
2014.3|糣|糣䊤滓也
2014.4|𢕕|顉𢕕
2014.5|㧲|撼㧲摇動也
2014.6|槮|郭璞云叢木於水中魚寒入其裏因以箔取之
2014.7|䫩|顉䫩摇頭皃
2014.8|䊉|蜜藏木𤓰
2015.1|坎|險也陷也又小罍也形似壼苦感切十
2015.2|歁|食未飽也
2015.3|惂|憂困也又恨也
2015.4|輡|輡𨎹車行不平
2015.5|錎|字書云瑣連環也
2015.6|轗|轗軻多迍
2015.7|埳|埳陷
2015.8|顑|顑顲瘦也
2015.9|竷|舞曲名
2015.10|臽|小穽名也
2016.1|頷|漢書曰班超虎頭燕頷說文曰面黃也胡感切十六
2016.2|頜|說文曰顄也
2016.3|𡣊|[𡣊/㜝]𡣊害
2016.4|撼|撼動也
2016.5|淊|水和泥或作涵
2016.6|菡|菡萏
2016.7|欿|欲得
2016.8|蜭|爾雅云蜭毛蠹
2016.9|涵|水入船又胡南切
2016.10|肣|牛腹又音含
2016.11|𢎘|說文曰嘾也草木之華未發函然象形
2016.12|𢇞|𢇞嘾乳汁狀出莊子
2016.13|𢃗|壅耳
2016.14|莟|花開
2016.15|顄|頥也又胡南切
2016.16|𡻡|𡻡崿
2017.1|壈|坎壈盧感切八
2017.2|燣|黃焦[-/色]
2017.3|𨎹|[輅/輡]𨎹
2017.4|浨|藏梨汁也出字林
2017.5|醂|桃𦵔
2017.6|顲|面黃醜說火曰面顑顲也又力稔切
2017.7|𠓭|愁皃
2017.8|漤|鹽漬果
2018.1|黕|滓垢也黒也都感切十
2018.2|耽|[耽/眈]虎視又丁含切
2018.3|𡖓|玉篇云多也又丁含切
2018.4|衴|埤蒼云被縁也
2018.5|䪴|顲䪴醜也
2018.6|丼|姓也
2018.7|瓭|瓦屬
2018.8|抌|刺也擊也▼也又音由四字當删▲
2018.9|䉞|箱屬又作𥴶
2018.10|𥴶|上同
2019.1|䫲|食不飽呼唵切一
2020.1|敢|勇也犯也說文作𠭖進取也古覽切七
2020.2|𠭖|上同
2020.3|𣪏|籀文
2020.4|𢽤|古文
2020.5|橄|橄欖果木名出交阯
2020.6|澉|澉䭕[-/食]無味
2020.7|䇞|竹名實中
2021.1|㶒|果決勇也賞敢切一
2022.1|覽|視也又姓何氏姓苑云彭城人盧敢切六
2022.2|爁|火爁
2022.3|擥|手擥取
2022.4|攬|上同
2022.5|欖|橄欖
2022.6|罱|罱網
2023.1|𦵹|說文曰雚之初生一名薍一名鵻吐敢切八
2023.2|菼|上同
2023.3|緂|靑黃色說文充三切白鮮衣皃
2023.4|𤎥|上同
2023.5|毯|毛席
2023.6|𦃖|毳衣說文曰帛騅色也引詩曰毳衣如𦃖
2023.7|裧|俗
2023.8|𠪚|𠪚崯也又五今切
2024.1|膽|肝膽都敢切六
2024.2|紞|冕前垂也說文曰冕冠塞耳者
2024.3|䃫|石䃫藥名出玉篇
2024.4|黵|大汚垢黒
2024.5|䒞|𧂇䒞藩又音沈
2024.6|𪆻|應[福/禍]鳥名
2025.1|噉|噉食或作啖又姓前秦録有將軍噉鐵徒敢切八
2025.2|啖|上同
2025.3|啗|亦同
2025.4|澹|澹淡水皃淡音琰又恬靜又徒濫切
2025.5|𥲄|竹名
2025.6|淡|淊淡水滿皃又薄味也又徒濫切
2025.7|憺|安緩又徒濫切
2025.8|惔|上同
2026.1|黲|日暗色倉敢切一
2027.1|㛧|郷名在河東徛氏縣亦作[◫女部/◫女⊟山口]謨敢切二
2027.2|𩛎|吳人呼哺兒也
2028.1|䭕|澉䭕子敢切一
2029.1|槧|削版牘才敢切又七廉切七豔切四
2029.2|鏨|鏨鑿也又音慙
2029.3|嵌|開張山皃出蒼頡篇
2029.4|㟛|上同
2030.1|喊|聲也呼覽切四
2030.2|嚂|上同
2030.3|𡒓|𡒓土地之堅也
2030.4|㯺|上同周禮注云強㯺地之堅者又音檻
2031.1|埯|坑今之窊埯是烏敢切二
2031.2|揜|手揜物也
2032.1|𠪚|𠪚嶮側穴口敢切二
2032.2|䖔|甝屬
2033.1|琰|玉名周禮曰琰圭九寸以冉切十一
2033.2|剡|削也利也亦姓又時冉切
2033.3|𨁹|𢇻行
2033.4|棪|木名實似柰可食
2033.5|燄|燄燄火初著也
2033.6|淡|澹淡水皃又徒敢切
2033.7|扊|扊扅戸[壯/牡]所以止扉或作剡移
2033.8|淊|㶘淊水滿
2033.9|夵|上大下小
2033.10|䎦|䎦耜
2033.11|䌪|續也
2034.1|斂|收也又姓姚秦録有輔國將軍斂憲良冉切十三
2034.2|撿|說文拱也
2034.3|薟|白薟藥名又力瞻切
2034.4|蘞|上同
2034.5|瀲|瀲灩水溢皃或作澰
2034.6|獫|犬長喙也又音險
2034.7|溓|薄冰也
2034.8|嬚|女字
2034.9|䭑|廉也又小食也
2034.10|羷|羊角三觠羷也
2034.11|䌞|懸蠶簿也
2034.12|㰈|善美之名
2034.13|㯬|功勤之稱
2035.1|險|危也阻也難也虚檢切八
2035.2|獫|獫狁
2035.3|玁|上同
2035.4|㛍|㛍姱性不端良又棄葉切少氣也
2035.5|譣|譣詖說文息廉切問也
2035.6|憸|憸詖又息廉切
2035.7|𩏩|胡被又音杴
2035.8|嶮|嶮巇
2036.1|貶|損也方斂切二
2036.2|𦥘|說文曰傾覆也或同上
2037.1|颭|風吹落水占琰切一
2038.1|𩑳|𩑳顩不平丘檢切二
2038.2|嵰|山髙
2039.1|顩|𩑳顩魚檢切七
2039.2|广|因巖爲屋
2039.3|隒|山形似重甑
2039.4|嬐|嬐然齊也
2039.5|䲓|䲓鰅魚名出樂浪
2039.6|嶮|嵰嶮山不平
2039.7|噞|嵰嶮山不平
2040.1|儉|約也少也饑饉也又姓出姓苑巨險切二
2040.2|芡|說文云鷄頭也方言曰南楚謂之鷄頭北燕謂之䓈靑徐淮泗之間謂之芡
2041.1|檢|書檢印窠封題也又檢校俗作撿撿本音斂又姓出姓苑居奄切二
2041.2|瞼|眼瞼
2042.1|黶|面有黒子於琰切八
2042.2|𧞣|𧞣禳
2042.3|檿|山桑
2042.4|厭|厭魅也又於豔切
2042.5|魘|睡中魘也又於協切
2042.6|厴|蟹腹下厴
2042.7|擪|持也又一牒切
2042.8|酓|酒味苦也
2043.1|冉|冉冉行皃又姓孔子弟子冉有而琰切十
2043.2|姌|長好皃也又奴簟切
2043.3|苒|草盛皃又荏苒猶展轉也
2043.4|染|染色周禮染人掌染[綏/絲]帛又姓石勒時有染閔
2043.5|𩃵|濡也
2043.6|䎃|䎃弱羽也
2043.7|柟|木名
2043.8|䣸|𩟗䣸味薄
2043.9|𥬕|竹弱之皃
2043.10|𡜉|諟也
2044.1|陝|縣名在弘農亦州名周爲二伯分陝之地即虢國之上陽也秦屬三川郡漢弘農之陝縣後魏改爲陝州失冉切八
2044.2|睒|暫見
2044.3|閃|出門皃
2044.4|𧴭|蕃姓亦作𧵏
2044.5|覢|蒼頡篇云覢覢視皃
2044.6|㴸|水動皃
2044.7|㚒|盜竊懷物
2044.8|𡟨|不媚
2045.1|諂|諂䛕丑琰切二
2045.2|讇|上同
2046.1|奄|忽也止也藏也取也遽也說文覆也大有餘也又姓左傳秦三良奄息衣儉切十七
2046.2|𩃗|雲狀
2046.3|䣍|國名
2046.4|㭺|㭺柰
2046.5|閹|閹閽
2046.6|掩|閉取也說文云斂也小上曰掩
2046.7|揜|說文曰自關以東謂取曰揜一曰覆也
2046.8|裺|衣縫縁也
2046.9|晻|晻晻日無光
2046.10|渰|雲雨皃詩云有渰淒淒
2046.11|罨|鳥網又於劫烏合二切
2046.12|弇|蓋也
2046.13|𣃰|掩也
2046.14|媕|女有心媕媕也
2046.15|𤗎|屋𤗎雀也
2046.16|𡹮|𡹮嵫山日沒處
2046.17|𣄉|[𣄉/𣃳]掩光又於葉切
2047.1|漸|漸次也進也稍也事之端先覩之始也地理志有漸江今之浙江也慈染切十
2047.2|𥕌|𥕌礹
2047.3|蔪|說文曰艸相蔪苞也
2047.4|𦾶|埤蒼曰麥秀皃
2047.5|䟅|說文進也
2047.6|嚵|小食又初咸切
2047.7|䤔|䤔䣸味薄
2047.8|鏨|小鑿名
2047.9|螹|說文曰螹離也
2047.10|槧|說文曰牘樸也
2048.1|憸|憸詖七漸切二
2048.2|䤘|醋味
2049.1|𩟗|食薄味也子冉切一
2050.1|脥|腹下謙琰切一
2051.1|剡|縣名屬會稽時染切
2052.1|忝|辱也他玷切五
2052.2|䄼|郷名在濟北蛇丘縣
2052.3|栝|說文云炊竈木也
2052.4|銛|取也又鍤屬又音纖
2052.5|悿|悿弱
2053.1|淰|水流皃乃玷切四
2053.2|㜤|弱也
2053.3|𨸱|亭名在鄭
2053.4|姌|纖細又音冉
2054.1|點|㸃畫多忝切五
2054.2|玷|玉瑕
2054.3|𦒻|老人面[-/有]黒子
2054.4|㓠|斫
2054.5|䍄|說文缺也
2055.1|簟|竹席徒玷切六
2055.2|扂|閉戸
2055.3|𠂼|上同
2055.4|驔|驪馬黃脊
2055.5|㶘|㶘淊水滿
2055.6|橝|屋梠名又音潭
2056.1|嗛|猿藏食處苦簟切四
2056.2|歉|食不飽又苦減切
2056.3|慊|慊恨
2056.4|膁|𦝫左右虚肉處
2057.1|稴|禾稀力忝切三
2057.2|溓|薄冰
2057.3|𤬓|𤓰名
2058.1|鼸|鼠名胡忝切二
2058.2|㺌|犬吠又胡斬切
2059.1|憯|㦧悽青忝切又七感切一
2060.1|孂|竦身皃兼玷切一
2061.1|𡕢|腦蓋也俗作𡕩明忝切又亡犯切二
2061.2|厸|張口
2062.1|儼|敬也說文曰昂頭也一曰好皃[魯掩切/魯掩切]七
2062.2|广|因巗爲屋
2062.3|𠆲|掩𠆲癡
2062.4|㢂|陖㢂
2062.5|礹|𥕌礹
2062.6|𢇘|齊𢇘
2062.7|曮|日行
2063.1|欦|欠崖丘广切三
2063.2|𩒥|[𩒥/𩒣]𩒣醜
2063.3|䇜|小竹
2064.1|埯|土覆於广切二
2064.2|𣃧|[𣃧/𣃳]𣃧翳
2065.1|豏|豆半生也下斬切八
2065.2|減|減耗又古斬切
2065.3|㺝|犬齧物聲
2065.4|喊|喊聲
2065.5|㺌|犬吠不止
2065.6|𡞣|健皃
2065.7|𥻇|𥻇塗也
2065.8|甉|瓦屋
2066.1|湛|水皃又沒也安也亦姓後漢有大司農湛重徒減切又直心切三
2066.2|㴴|古文
2066.3|偡|偡然齊整
2067.1|㦿|牖也一曰小戸苦減切七
2067.2|𢜩|𢜩𢜩意不安也
2067.3|歉|食不飽
2067.4|撖|撖危
2067.5|䫡|面長
2067.6|𣓅|不安
2067.7|槏|牖傍柱也
2068.1|鹼|鹵也古斬切又七廉切四
2068.2|鹻|鹹也
2068.3|減|損也又姓漢有減宣
2068.4|𥳒|竹名出玉篇
2069.1|瀺|瀺灂士減切三
2069.2|嶃|髙峻又士咸切
2069.3|嵁|嵁絕山皃
2070.1|臉|臉䑎羹屬也力減切二
2070.2|醶|醶䤘醋味
2071.1|斬|周禮曰秋官掌戮掌斬側減切一
2072.1|䑎|初減切二
2072.2|䤘|酢味
2073.1|闞|虎聲火斬切又苦暫切二
2073.2|欦|𥬇也
2074.1|摻|擥也詩曰摻執子之袪兮所斬切四
2074.2|㺑|㺑㺝犬吠又山檻切
2074.3|醦|酢味
2074.4|𧀵|芟林木也
2075.1|黯|黯然傷别皃說文云深黒也乙減切一
2076.1|喊|聲也呼豏切一
2077.1|𦊔|捕魚網也女減切三
2077.2|𦌫|上同
2077.3|淰|水無波也又乃玷切
2078.1|𠐩|癡也丑減切二
2078.2|旵|日光照也
2079.1|檻|闌也說文曰櫳也一曰圏胡黤切十
2079.2|艦|禦敵船四方施板以禦矢[-/狀]如牢
2079.3|壏|堅土
2079.4|𥽏|䊤也
2079.5|㔋|利也
2079.6|濫|泉正出也又盧暫切
2079.7|𨏊|網車
2079.8|轞|車聲
2079.9|㺝|惡犬吠不止也
2079.10|撖|姓也姓苑云今河内有之
2080.1|䫡|長面皃丘檻切又五[減/咸]切一
2081.1|㨻|斬取山檻切二
2081.2|㺑|㺝㺑犬聲
2082.1|黤|青黒色於檻切二
2082.2|𪒠|黃𪒠人名說文曰𪒠者忘而息也
2083.1|醶|酢漿初檻切一
2084.1|㺖|小犬吠荒檻切二
2084.2|豃|開險皃
2085.1|巉|峻巉皃仕檻切一
2086.1|范|姓也出南陽濟陽二望本自陶唐氏之後隋會爲晉大夫食采於范其後氏焉防錽切六
2086.2|範|法也常也式也前也
2086.3|軓|說文云車軾前也周禮曰立當前軓
2086.4|笵|說文云法也从竹竹𥳑書也
2086.5|犯|干也侵也僭也勝也
2086.6|𧍙|蜂也案禮云范則冠而蟬有緌字不從虫
2087.1|錽|馬首飾西京賦云金錽鏤錫亡范切三
2087.2|𡕢|腦蓋也俗作𡕩又明忝切
2087.3|𢨔|刃也
2088.1|𦜒|今河東謂[滛/淫]腫爲𦜒府犯切一
2089.1|凵|張口皃丘犯切二
2089.2|㧄|以手㧄物
2090.1|釩|釩拂峯犯切一
2091.1|𠑆|𠑆行丑犯切二
2091.2|𨇧|𨀣足望
2092.1|送|遣也蘇弄切三
2092.2|鬆|𩭩鬆髮皃
2092.3|凇|凍凇冰也
2093.1|鳳|爾雅曰鶠鳳其雌皇郭璞云瑞應鳥雞頭蛇頸燕頷[龜/龜]背魚尾五彩色髙六尺許孔演圖曰鳳爲火精≆說文曰神鳥也亦州在秦隴西郡地漢改雍州爲涼州魏其地沒蜀蜀平屬雍州本自白馬[𤣥/氏]羌所居晉爲仇池國後魏置固道郡又爲南岐州又改爲鳳州馮貢切二
2093.2|𠤈|古文
2094.1|貢|獻也薦也又姓漢有琅邪貢禹古送切十
2094.2|贛|賜也
2094.3|𣹟|水名出豫章
2094.4|虹|縣名在泗州今音絳
2094.5|羾|至也甘泉宫賦云登椽欒而羾天門
2094.6|𨹁|從𨹁山名又戸工切
2094.7|䇨|杯笿名
2094.8|㔶|小杯名又音感
2094.9|㯯|格木≆說文同上
2094.10|𧆐|薏苡別名
2095.1|弄|≆說文玩也盧貢切七
2095.2|𢙱|𢙱[贛/戇]愚也
2095.3|梇|梇棟古縣名在益州
2095.4|礱|磨礱又音聾
2095.5|哢|郭云鳥吟
2095.6|㢅|㢅屛
2095.7|㳥|水名
2096.1|涷|瀑雨又水名出發鳩山多貢切又音東七
2096.2|凍|冰凍又音東
2096.3|棟|屋棟爾雅曰棟謂之桴
2096.4|湩|乳汁巨蒐民取牛馬湩以洗穆天子之足
2096.5|㼯|㼯𤮭
2096.6|𩭩|𩭩鬆髮皃
2096.7|䍶|獸名似羊一角一目出秦戲山又音東
2097.1|控|引也吿也苦貢切六
2097.2|倥|倥偬困皃
2097.3|悾|誠心又苦紅切
2097.4|鞚|馬鞚
2097.5|空|空缺又苦紅切
2097.6|𤗇|穿垣出文字集略
2098.1|糉|蘆葉裏米作弄切七
2098.2|粽|俗
2098.3|䁓|竊視
2098.4|偬|倥偬
2098.5|㚇|斂足[-/而飛]又子[貢/紅]切
2098.6|鯼|石首魚又子工切
2098.7|緵|小魚罟也又子工切
2099.1|瓮|≆說文罌也烏貢切五
2099.2|甕|上同
2099.3|𦉥|瓶也≆說文曰源缾也
2099.4|罋|上同
2099.5|𪖵|鼻塞曰𪖵
2100.1|𧩪|𧩪詷言急俗作𧩟干弄切二
2100.2|愡|愡恫
2101.1|洞|空也又洞庭湖徒弄切十六
2101.2|恫|愡恫不得志
2101.3|眮|轉目
2101.4|絧|相通之皃
2101.5|㓊|冷也
2101.6|峒|礀深
2101.7|詷|𧩪詷
2101.8|胴|大腸
2101.9|慟|慟哭哀過也
2101.10|筒|簫達又音同
2101.11|駧|馬急走也
2101.12|衕|通街
2101.13|迵|過也≆說文迭也[戙/㢥]
2101.14|戙|
2101.15|㗢|大歌聲出埤蒼又戸冬戸宋二切
2101.16|𩐵|鐘聲
2102.1|痛|病也傷也[-/亦]姓出姓苑他貢切一
2103.1|仲|中也爾雅曰中籥謂之仲亦姓風俗通云凡氏於字伯仲叔季是也湯左相有仲虺又漢複姓四氏左傳衞大夫仲叔圉魯有仲顏莊叔宋有司馬仲行寅後漢有山陽仲長統直衆切三
2103.2|蟲|蟲食物又音沖或作蚛
2103.3|𩿀|鳥名
2104.1|諷|諷刺方鳳切二
2104.2|風|上同見詩
2105.1|焪|火乾物也去仲切三
2105.2|䛪|䛪多言也又詢問也
2105.3|䠻|使役也亦作㑋
2106.1|㝱|寐中神游≆說文云寐而有覺周禮以日月星辰占六㝱之吉凶一曰正㝱無所感動平安自㝱二曰愕㝱驚愕而㝱三曰思㝱覺時所思念之而㝱四曰寤㝱覺時所道之而㝱五曰喜㝱喜恱而㝱六曰懼㝱恐懼而㝱亦作夢莫鳳切五
2106.2|夢|上同又亡中切
2106.3|瞢|雲瞢澤在南郡亦作夢
2106.4|鄸|邑名在曹
2106.5|䠢|䠢𧽒疲行皃
2107.1|𧽒|䠢𧽒香仲切二
2107.2|䠗|跳皃又丘幼切
2108.1|𢄐|𢄐縠蓋巾也莫弄切三
2108.2|霿|天氣下地不應曰霿
2108.3|艨|艨艟戰舩又音蒙
2109.1|趥|行皃[子/干]仲切一
2110.1|賵|賵賻撫鳳切二
2110.2|麷|熬麥
2111.1|𣀒|敠𣀒不迎自來徂送切二
2111.2|𠏭|聚也
2112.1|中|當也陟仲切又陟沖切二
2112.2|衷|又陟沖切
2113.1|哄|唱聲胡貢切五
2113.2|烘|火皃
2113.3|港|港洞開通
2113.4|閧|[閧/鬨]兵鬭也又下降切俗作𩰓
2113.5|蕻|草萊心長
2114.1|齈|多涕鼻疾奴凍切二
2114.2|癑|痛也
2115.1|衆|多也三人爲衆又姓左傳魯大夫衆仲之仲切又音終一
2116.1|銃|銎也充仲切一
2117.1|㓽|鍤屬仕仲切一
2118.1|烘|火乾也呼貢切二
2118.2|戇|𢙱戇愚人
2119.1|宋|州也即閼伯之商丘也微子封宋二十餘丗爲齊楚魏所滅魏得其梁陳留齊得濟隂東平楚得沛梁即今郡地是也隋置宋州爾雅曰宋有孟諸之藪今爲睢陽縣地又姓取微子之所封遂爲氏出西河廣平燉煌河南扶風五望蘇統切一
2120.1|綜|織縷子宋切三
2120.2|䝋|牡豕
2120.3|錝|金毛
2121.1|統|揔也紀也又姓他綜切二
2121.2|𪎽|黃色
2122.1|雺|天氣下地不應莫綜切一
2123.1|䃔|石聲乎宋切二
2123.2|㗢|大聲
2124.1|用|使也貨也通也以也庸也又姓漢有用蚪爲髙唐令余頌切一
2125.1|頌|歌也詩云吉甫作頌穆如淸風又姓出何氏姓苑似用切四
2125.2|誦|讀誦
2125.3|訟|爭罪曰獄爭財曰訟
2125.4|吅|爭言也出文字音義又宣喧二音
2126.1|俸|俸秩扶用切四
2126.2|㡝|[𣢾/款]書
2126.3|縫|衣縫又房容切
2126.4|捀|灼龜視兆也≆說文父容切奉也
2127.1|共|同也皆也渠用切一
2128.1|葑|菰根也今江東有葑田方用切亦作湗二
2128.2|封|又方容切
2129.1|供|設也居用切又居容切二
2129.2|龏|又九容切
2130.1|雍|九州名雍擁也東崤西漢南商北居庸四山之所擁翳也又姓風俗通云文王子雍伯之後於用切又於容切三
2130.2|灉|河水決出還入爲灉又於容切
2130.3|㙲|加土㙲田
2131.1|湩|乳汁竹用切又都貢切三
2131.2|堹|池塘塍埂
2131.3|諥|言相觸也
2132.1|縱|放縱≆說文緩也一曰舎也子用切又子容切二
2132.2|瘲|病也
2133.1|蹱|躘蹱行不正也丑用切二
2133.2|憃|愚也又丑江切
2134.1|䩸|毳[-/鞌]飾而用切三
2134.2|𩉪|上同
2134.3|𩼅|鮐魚
2135.1|種|種埴也之用切又之隴切三
2135.2|偅|儱偅不遇皃
2135.3|㼿|甕屬
2136.1|重|更爲也柱用切又直容切三
2136.2|緟|繒縷
2136.3|𨉢|婦人娠也
2137.1|贚|貧也良用切三
2137.2|躘|躘踵
2137.3|儱|儱偅
2138.1|恐|疑也區用切三
2138.2|𢖶|古文
2138.3|𦶐|䕞𦿆
2139.1|從|隨行也疾用切又才容切一
2140.1|𢫨|推也穠用切一
2141.1|絳|赤色又州詩譜云晉穆侯遷都於絳曾孫孝侯改爲翼翼晉之舊都後獻公又命爲絳邑秦爲河東郡後魏置東雍州周爲絳州又姓古巷切五
2141.2|虹|又音紅
2141.3|降|下也歸也落也又音缸伏也
2141.4|𡲣|上同
2141.5|洚|水流不遵道
2142.1|巷|街巷又姓詩云巷伯胡絳切三
2142.2|衖|上同亦作𨜕
2142.3|閧|[閧/鬨]說文云鬭也。孟子：鄒與魯閧。俗作闀
2143.1|戇|愚也陟降切一
2144.1|䡴|衝城戰車直絳切六
2144.2|憧|戇憧兇頑皃又尺容切
2144.3|𢤤|上同
2144.4|幢|后妃車幰又宅江切
2144.5|撞|撞鐘又直江切
2144.6|艟|短船名
2145.1|𥈄|直視丑絳切二
2145.2|䚎|視不明也又丑江切
2146.1|漴|水所衝也士絳切一
2147.1|肨|脹臭皃匹絳切一
2148.1|䎫|不耕而種楚絳切一
2149.1|淙|水出皃色絳切二
2149.2|㦼|[㦼/◫舂弋]捍船木也
2150.1|寘|止也置也廢也支義切八
2150.2|忮|懻忮害心≆說文很也
2150.3|伎|傷害也詩云鞫人伎忒亦作忮
2150.4|觶|爵受四𦫵或作觗𧣨
2150.5|伿|惰也又以智切
2150.6|䚳|快也
2150.7|𢻈|多也
2150.8|𡽆|山名
2151.1|避|違也迴也毗義切一
2152.1|惴|憂心也之睡切三
2152.2|𦥻|杵擊
2152.3|𦦇|上同
2153.1|詈|罵詈力智切六
2153.2|荔|荔支樹名葉緑實赤味甘髙五六丈子似石榴出廣志又音隷
2153.3|離|去也又力知切
2153.4|㿛|瘦黒又力計切
2153.5|珕|刀飾也又力計切
2153.6|𥶾|䉣𥶾
2154.1|豉|鹽豉廣[雅/志]云苦李作豉是義切六
2154.2|𢻃|上同
2154.3|𢐂|青州人云彈𢐂
2154.4|鯷|魚名重千斤郭璞云鮎之别名又音提音是
2154.5|䩃|䩃𩈭面皃出新字林
2154.6|䊓|黏皃
2155.1|積|委積也子智切又子昔切四
2155.2|㰣|歐也
2155.3|𧂐|草名
2155.4|𦎸|羊相䍴𦎸
2156.1|賜|與也惠也又姓丗本云齊大夫𥳑子賜之後斯義切六
2156.2|𧀩|草名
2156.3|澌|盡也禮注云死之言澌也
2156.4|𣩠|上同
2156.5|儩|上同
2156.6|杫|肉机[後漢之亂/後漢書]尚書郎無被枕杫也
2157.1|爲|助也于僞切又允危切一
2158.1|䞈|賭也詭僞切五
2158.2|垝|坫堂隅可致物
2158.3|㩻|瘦極又去奇切
2158.4|攱|攱戴物又居委切
2158.5|𢈌|毀也
2159.1|帔|衣帔披義切三
2159.2|秛|禾租
2159.3|襬|衣也
2160.1|賁|卦名賁飾也亦姓漢有賁赫彼義切又肥墳奔三音七
2160.2|佊|[哀/衺]也論語云子西佊哉
2160.3|詖|譣詖又慧也佞也
2160.4|貱|益也
2160.5|陂|傾也易曰無平不陂又音碑
2160.6|跛|偏任又波我切
2160.7|藣|草名又旄牛尾舞者所執又音陂
2161.1|髲|頭髮也南越志云開平縣出髲平義切六
2161.2|被|被服也覆也書曰光被四表又平彼切寢衣也
2161.3|鞁|裝束鞁馬
2161.4|㢰|㢰弓
2161.5|旇|埤蒼云旌旗又衣服皃
2161.6|𤿙|𤿙𧛸
2162.1|累|縁坐也良僞切一
2163.1|寄|寄附≆說文託也居義切三
2163.2|䐀|肉四䐀
2163.3|徛|石杠聚石以爲步渡
2164.1|臂|肱也卑義切一
2165.1|芰|菱也奇寄切八
2165.2|騎|騎乗又姓燕有騎劫又音奇
2165.3|鬾|〾鬼服又音奇
2165.4|輢|枕輢又於綺切
2165.5|䝸|䝸貝四向用也
2165.6|㧘|積也又前智切
2165.7|汥|水戾
2165.8|䛋|謀也
2166.1|刺|針刺爾雅曰刺殺也釋名曰書姓名於奏白曰刺漢武帝初置部刺史掌奉詔察州成帝更名牧哀帝復爲刺史七賜切又七亦切十
2166.2|刾|俗
2166.3|㢀|偏㢀舎也
2166.4|朿|木芒
2166.5|㡹|人相依㡹
2166.6|𧧒|數諫也
2166.7|莿|草木針也
2166.8|庛|周禮車人爲耒庛長尺有一寸鄭𤣥云耒下前曲接耜者
2166.9|蛓|毛蟲
2166.10|䛋|謀也
2167.1|易|難易也𥳑易也又禮云易墓非古也易謂芟除草木以豉切又以益切六
2167.2|㑥|相輕慢也
2167.3|貤|物之重次也
2167.4|伿|惰也
2167.5|㒾|㒾𠕦面衣又失智切
2167.6|敡|輕簡爲敡
2168.1|議|謀也擇也評也語也宜寄切六
2168.2|誼|人所宜也又善也
2168.3|竩|上同
2168.4|𥫃|正也止也
2168.5|𩈭|䩃𩈭面皃出新字林
2168.6|義|仁義釋名曰義者宜也裁制事物使合宜也又姓漢有義縱又複姓西戎義渠爲秦所滅後因氏焉漢有光禄大夫義渠安國
2169.1|譬|≆說文諭也匹賜切二
2169.2|㵨|蜀漢人呼水洲曰㵨
2170.1|漬|浸潤又漚也疾智切八
2170.2|眥|目眥又在計切
2170.3|𦎸|䍴𦎸
2170.4|㧘|≆說文積也一曰搣頰旁也
2170.5|㱴|骨也又獸死
2170.6|髊|髊枯骨見吕氏春秋[𩨨/骴]
2170.7|骴|上同又骨有肉也
2170.8|胔|上同又骨有肉也
2171.1|智|知也又姓晉有智伯知義切三
2171.2|𣉻|古文
2171.3|潪|水名
2172.1|倚|侍也因也加也於義切又於蟻切三
2172.2|輢|車輢
2172.3|陭|陭氏縣在上黨又於奇切
2173.1|縋|繩懸也馳僞切七
2173.2|膇|重膇病或作㾽
2173.3|槌|蠶槌
2173.4|錘|稱錘或作鎚又直危切
2173.5|腄|縣名在車萊
2173.6|甀|小口甖
2173.7|硾|鎭也吕氏春秋云硾之以石
2174.1|吹|鼓吹也月令曰命樂正習吹尺僞切又尺爲切三
2174.2|䶴|古文
2174.3|𥞃|䄲糶
2175.1|戲|戲弄也施也謔也歇也≆說文曰三軍之偏也一曰兵也又姓魏志有潁川戲志才香義切二
2175.2|嚱|聲也
2176.1|企|望也去智切六
2176.2|𢺵|傾也
2176.3|跂|垂足坐又舉足望也
2176.4|𨑤|避也
2176.5|蚑|蟲行
2176.6|吱|行喘息皃
2177.1|縊|自經死也於賜切三
2177.2|㱲|物凋死又脚手小病
2177.3|螠|螠女蟲案爾雅曰蜆縊女郭璞云小黒蟲赤頭喜自經死故曰縊女字俗從虫
2178.1|翅|鳥翼施智切十三
2178.2|翄|並上同
2178.3|𦐊|並上同
2178.4|施|易曰雲行雨施又式支切
2178.5|馶|馬強
2178.6|啻|不啻
2178.7|鍦|短矛
2178.8|䗐|爾雅曰[蛅/蛄]䗐強䖹郭璞云今米穀中蠹小黒蟲是也建平人呼爲䖹子
2178.9|䧴|鳥名本又音支
2178.10|卶|有大[慶/度]也
2178.11|𤖻|几也
2178.12|㒾|㒾𣈯面衣
2178.13|翨|鳥翮又居豉切
2179.1|屣|履不躡跟孟子曰舜去天下如脫敝屣所寄切又所綺切五
2179.2|灑|灑埽≆說文汛也
2179.3|𩌦|靴屬
2179.4|襹|褷襹毛羽衣皃
2179.5|曬|暴也
2180.1|觖|望也窺瑞切又音決一
2181.1|餧|餧飯也於僞切四
2181.2|萎|萎牛
2181.3|䍴|羊相䍴𦎸又音委
2181.4|𣨙|禮記注益州有鹿𣨙
2182.1|僞|假也欺也詐也危睡切一
